Gene	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6
CHSY1	957.0	2411.0	1896.0	1545.0	1626.0	1561.0
CHSY3	270.0	638.0	542.0	453.0	430.0	411.0
CHTF18	652.0	2070.0	997.0	1636.0	1362.0	1383.0
CHTF8	3379.0	9628.0	6834.0	3695.0	3693.0	3653.0
CHTOP	4139.0	10672.0	9075.0	7201.0	6799.0	6594.0
CHUK	982.0	2918.0	2109.0	836.0	1450.0	1524.0
CHURC1	2458.0	5810.0	4195.0	2773.0	2188.0	2674.0
CHURC1-FNTB	271.0	1271.0	966.0	646.0	5.0	6.0
CIAO1	4040.0	10466.0	7699.0	7058.0	6563.0	6659.0
CIAO2A	830.0	2158.0	1566.0	1105.0	1177.0	1249.0
CIAO2B	1746.0	5459.0	3665.0	2493.0	2452.0	2449.0
CIAO3	3.0	1956.0	1502.0	1704.0	1121.0	1202.0
CIAPIN1	1759.0	4726.0	2120.0	3888.0	3312.0	2373.0
CIAPIN1P	6.0	17.0	11.0	13.0	16.0	14.0
CIART	630.0	1806.0	1231.0	1053.0	1216.0	1000.0
CIB1	1654.0	5177.0	3758.0	3909.0	3402.0	3566.0
CIC	371.0	885.0	817.0	588.0	567.0	505.0
CICP12	1.0	0.0	0.0	0.0	0.0	0.0
CICP13	4.0	11.0	14.0	11.0	7.0	12.0
CICP16	4.0	14.0	10.0	9.0	11.0	6.0
CICP18	3.0	4.0	16.0	7.0	10.0	3.0
CICP19	1.0	1.0	2.0	1.0	1.0	1.0
CICP22	1.0	1.0	1.0	2.0	0.0	0.0
CICP27	2.0	4.0	3.0	2.0	3.0	3.0
CICP4	4.0	8.0	17.0	9.0	13.0	2.0
CIDEC	100.0	167.0	184.0	0.0	0.0	25.0
CIDECP1	296.0	875.0	642.0	490.0	459.0	458.0
CILK1	943.0	2939.0	2160.0	2190.0	1898.0	2184.0
CINP	1673.0	4628.0	3568.0	3965.0	3417.0	3309.0
CIP2A	1143.0	3095.0	2517.0	1919.0	2051.0	2139.0
CIPC	902.0	2720.0	2036.0	1069.0	1172.0	1074.0
CIR1	991.0	94.0	2125.0	1083.0	1133.0	41.0
CIR1P1	2.0	77.0	0.0	0.0	0.0	23.0
CIR1P2	2.0	4.0	2.0	0.0	7.0	5.0
CIRBP	2688.0	5611.0	4985.0	2971.0	2913.0	2938.0
CIRBP-AS1	28.0	101.0	90.0	55.0	80.0	84.0
CISD2	1173.0	3635.0	2739.0	2036.0	2283.0	2233.0
CISD3_KI270857.1_2765554_2770363	466.0	1136.0	894.0	1090.0	882.0	961.0
CISD3_chr17_38730341_38735605	731.0	1830.0	1058.0	1492.0	1274.0	1180.0
CISH	33.0	105.0	61.0	83.0	79.0	89.0
CIT	356.0	2920.0	2959.0	240.0	391.0	363.0
CITED2	1871.0	6733.0	4759.0	6493.0	6279.0	6125.0
CITED4	18.0	68.0	50.0	29.0	22.0	16.0
CIZ1	5035.0	14431.0	9571.0	5819.0	5508.0	4878.0
CKAP2	1225.0	3124.0	2481.0	1878.0	1961.0	2297.0
CKAP2L	2.0	2.0	4.0	0.0	7.0	3.0
CKAP2LP1	6.0	17.0	29.0	6.0	8.0	6.0
CKAP4	8966.0	22219.0	16609.0	13558.0	12603.0	13175.0
CKAP5	5780.0	14475.0	10919.0	7174.0	7523.0	7046.0
CKB	1009.0	3131.0	1647.0	1208.0	2040.0	1807.0
CKLF	467.0	1144.0	905.0	789.0	838.0	769.0
CKMT1A	236.0	627.0	439.0	314.0	308.0	428.0
CKMT1B	248.0	654.0	454.0	314.0	296.0	439.0
CKMT2-AS1	349.0	1137.0	1016.0	294.0	289.0	254.0
CKS1B	9.0	26.0	8.0	22.0	7.0	8.0
CKS1BP1	1.0	1.0	2.0	1.0	0.0	1.0
CKS1BP2	60.0	131.0	88.0	97.0	84.0	85.0
CKS1BP3	99.0	211.0	171.0	151.0	139.0	132.0
CKS1BP7	6.0	6.0	4.0	14.0	7.0	4.0
CKS2	3320.0	8324.0	6960.0	8523.0	7497.0	7901.0
CLASP1	663.0	1033.0	1388.0	611.0	2063.0	2200.0
CLASP2	211.0	1146.0	584.0	3946.0	1448.0	655.0
CLASRP	773.0	2040.0	1419.0	1049.0	824.0	836.0
CLBA1	718.0	2219.0	1633.0	1113.0	835.0	864.0
CLCF1	562.0	2508.0	1523.0	1026.0	1222.0	1158.0
CLCN2	214.0	165.0	35.0	146.0	140.0	40.0
CLCN3	6509.0	13828.0	11436.0	4183.0	4202.0	4076.0
CLCN3P1	666.0	1993.0	1390.0	1766.0	1580.0	2019.0
CLCN5	601.0	1355.0	1423.0	1034.0	819.0	1.0
CLCN6	1037.0	2169.0	20.0	65.0	63.0	1180.0
CLCN7	3540.0	11182.0	8623.0	6906.0	5990.0	5546.0
CLCP2	3.0	0.0	0.0	3.0	0.0	0.0
CLDN1	427.0	1625.0	1308.0	1541.0	1817.0	1783.0
CLDN11	50.0	136.0	92.0	37.0	34.0	34.0
CLDN12	917.0	3135.0	2678.0	1581.0	1696.0	1608.0
CLDN15	106.0	402.0	399.0	391.0	135.0	154.0
CLDN23_KZ208915.1_4648031_4650190	6.0	11.0	16.0	4.0	15.0	9.0
CLDN23_chr8_8701937_8704096	6.0	17.0	20.0	4.0	15.0	9.0
CLDN24	6.0	8.0	6.0	3.0	6.0	6.0
CLDN3	154.0	581.0	439.0	309.0	307.0	364.0
CLDN4	10421.0	28898.0	21724.0	10476.0	7369.0	10654.0
CLDN7_ML143374.1_15231_19311	29.0	129.0	83.0	53.0	65.0	140.0
CLDN7_chr17_7259903_7263983	29.0	129.0	83.0	53.0	65.0	140.0
CLDN9	8.0	16.0	8.0	8.0	6.0	2.0
CLDND1	3841.0	10625.0	8403.0	5652.0	5982.0	5979.0
CLEC16A	755.0	1835.0	1639.0	1378.0	1082.0	1174.0
CLEC18A	1.0	2.0	3.0	2.0	0.0	2.0
CLEC2B	251.0	1095.0	809.0	1024.0	1028.0	1114.0
CLEC2D	139.0	65.0	37.0	24.0	259.0	170.0
CLGN	2927.0	9294.0	6698.0	4178.0	4303.0	4115.0
CLHC1	6.0	97.0	20.0	0.0	0.0	9.0
CLIC1P1	9.0	16.0	11.0	13.0	9.0	23.0
CLIC1_GL000251.2_3207869_3217043	910.0	3493.0	2732.0	2252.0	2083.0	1477.0
CLIC1_GL000252.2_2978342_2987529	911.0	3761.0	2748.0	2264.0	2092.0	1535.0
CLIC1_GL000253.2_3035628_3044810	911.0	3508.0	2745.0	2264.0	2092.0	1535.0
CLIC1_GL000254.2_3072456_3081639	911.0	3508.0	2745.0	2264.0	2092.0	1535.0
CLIC1_GL000255.2_2986392_2995582	912.0	3508.0	2746.0	2264.0	2092.0	1486.0
CLIC1_GL000256.2_3029877_3039060	911.0	3508.0	2745.0	2264.0	2092.0	1535.0
CLIC1_chr6_31730581_31739763	916.0	3773.0	2754.0	2357.0	2177.0	1469.0
CLIC2	90.0	270.0	234.0	239.0	205.0	199.0
CLIC4	20877.0	59615.0	46228.0	21329.0	23550.0	22128.0
CLIC4P3	6.0	32.0	6.0	7.0	5.0	8.0
CLINT1	7459.0	29057.0	21475.0	8802.0	9887.0	8697.0
CLIP1	5275.0	13107.0	12589.0	4875.0	4014.0	7449.0
CLIP2	2906.0	8488.0	6317.0	3025.0	2882.0	2555.0
CLIP4	1336.0	4124.0	2858.0	1044.0	1670.0	1275.0
CLK1	1876.0	6443.0	5831.0	2861.0	4050.0	3363.0
CLK2P1	6.0	19.0	8.0	1.0	8.0	5.0
CLK2_GL383519.1_67891_83514	622.0	1568.0	1243.0	680.0	794.0	595.0
CLK2_chr1_155262868_155278491	624.0	1568.0	1245.0	681.0	795.0	595.0
CLK3	1290.0	3872.0	3036.0	1974.0	2012.0	1510.0
CLK3P2	16.0	36.0	30.0	29.0	28.0	1.0
CLK4	448.0	1776.0	1379.0	908.0	750.0	716.0
CLMN	318.0	817.0	791.0	786.0	790.0	1039.0
CLN3	943.0	1417.0	1751.0	1636.0	1862.0	1443.0
CLN5	121.0	515.0	348.0	1230.0	272.0	763.0
CLN6	908.0	2278.0	1733.0	1270.0	1441.0	1381.0
CLN8_KI270926.1_168436_199228	356.0	139.0	229.0	648.0	583.0	597.0
CLN8_chr8_1755778_1801711	356.0	160.0	106.0	239.0	589.0	101.0
CLNS1A	4173.0	2229.0	7393.0	5960.0	3656.0	5544.0
CLOCK	1662.0	4805.0	1056.0	21.0	3090.0	30.0
CLP 1	586.0	1629.0	1131.0	1321.0	1103.0	1096.0
CLPB	13.0	3151.0	2196.0	1736.0	1460.0	179.0
CLPP	2843.0	7086.0	5572.0	5421.0	4732.0	4810.0
CLPTM1	2251.0	6533.0	4819.0	4808.0	4337.0	4111.0
CLPTM1L_KI270791.1_168910_195710	1693.0	5434.0	3537.0	1997.0	1474.0	2379.0
CLPTM1L_chr5_1317752_1345099	3306.0	8815.0	6153.0	3121.0	4059.0	3996.0
CLPX	1365.0	3639.0	2895.0	3204.0	2973.0	3050.0
CLRN1-AS1	2.0	0.0	0.0	0.0	0.0	0.0
CLSPN	462.0	1423.0	1.0	1.0	1115.0	1034.0
CLSTN1	7808.0	19953.0	14524.0	11945.0	11163.0	10796.0
CLSTN3_ML143362.1_57384_86631	2.0	157.0	6.0	172.0	5.0	121.0
CLSTN3_chr12_7129698_7158945	2.0	157.0	6.0	172.0	5.0	121.0
CLTA	4197.0	12023.0	8807.0	6910.0	6426.0	6471.0
CLTB	1820.0	5737.0	3890.0	4297.0	3964.0	3886.0
CLTC	25281.0	32984.0	27671.0	56495.0	15312.0	49815.0
CLTCL1	22.0	40.0	70.0	57.0	67.0	18.0
CLTRN	75.0	335.0	183.0	155.0	122.0	143.0
CLU	2911.0	9800.0	6180.0	8279.0	7195.0	8118.0
CLUAP1	503.0	1367.0	913.0	1129.0	804.0	991.0
CLUH	5053.0	11391.0	9053.0	10084.0	9739.0	8381.0
CLUHP3	243.0	783.0	113.0	114.0	82.0	130.0
CMAS	2257.0	6639.0	4739.0	3385.0	3570.0	3836.0
CMBL	7294.0	16101.0	11886.0	10061.0	9228.0	9344.0
CMC1	1298.0	3777.0	2958.0	1890.0	674.0	1303.0
CMC2	899.0	1050.0	629.0	814.0	524.0	2023.0
CMC4	347.0	948.0	684.0	603.0	405.0	532.0
CMIP	2792.0	7204.0	5223.0	5533.0	5563.0	5169.0
CMPK1	4922.0	14108.0	11062.0	8311.0	8625.0	8601.0
CMSS1	1266.0	5153.0	2212.0	4477.0	3892.0	2040.0
CMTM3	334.0	851.0	661.0	541.0	416.0	472.0
CMTM4	1988.0	4584.0	3879.0	5253.0	4653.0	4710.0
CMTM6	2539.0	7053.0	5719.0	2681.0	3061.0	2991.0
CMTM7	1785.0	5221.0	3658.0	3402.0	2996.0	2792.0
CMTM8	223.0	622.0	437.0	476.0	470.0	546.0
CMTR1	1662.0	4844.0	3615.0	2585.0	2272.0	2296.0
CMTR2	34.0	59.0	62.0	32.0	0.0	31.0
CNBP	14353.0	40070.0	28887.0	33336.0	29059.0	31071.0
CNDP2	1763.0	5032.0	3454.0	876.0	776.0	566.0
CNEP1R1	386.0	1021.0	967.0	1238.0	1033.0	1212.0
CNIH1	5564.0	14835.0	10678.0	11266.0	11219.0	11289.0
CNIH3	7.0	37.0	38.0	112.0	79.0	101.0
CNIH3-AS2	7.0	0.0	0.0	0.0	0.0	0.0
CNIH4	1489.0	2872.0	2121.0	1654.0	1150.0	1542.0
CNKSR1	11.0	614.0	41.0	713.0	564.0	522.0
CNKSR2	1037.0	2138.0	1628.0	1625.0	1195.0	1504.0
CNKSR3	3164.0	7902.0	5799.0	2263.0	2555.0	2044.0
CNN2	1505.0	3389.0	3401.0	2152.0	2245.0	2399.0
CNN3	261.0	736.0	638.0	662.0	657.0	658.0
CNNM2	1221.0	4298.0	2209.0	3713.0	1105.0	1311.0
CNNM3	1119.0	2348.0	1731.0	2155.0	2227.0	2272.0
CNNM3-DT	3.0	10.0	0.0	0.0	7.0	0.0
CNNM4	865.0	2513.0	1641.0	1964.0	1486.0	1823.0
CNOT1	6439.0	19538.0	17143.0	9515.0	9537.0	8110.0
CNOT10	1584.0	4401.0	3100.0	2409.0	2178.0	2172.0
CNOT11	1425.0	3893.0	2914.0	3859.0	3403.0	3677.0
CNOT2	2078.0	5859.0	3918.0	3109.0	2669.0	3008.0
CNOT3_GL949746.1_112549_130557	315.0	909.0	734.0	510.0	498.0	449.0
CNOT3_GL949747.2_112549_130558	292.0	845.0	676.0	397.0	466.0	425.0
CNOT3_GL949748.2_112549_130558	292.0	845.0	676.0	397.0	466.0	425.0
CNOT3_GL949749.2_112549_130558	292.0	845.0	676.0	397.0	466.0	425.0
CNOT3_GL949750.2_112549_130558	292.0	845.0	676.0	397.0	466.0	425.0
CNOT3_GL949751.2_112549_130558	292.0	845.0	676.0	397.0	466.0	425.0
CNOT3_GL949752.1_112549_130558	307.0	893.0	722.0	499.0	493.0	445.0
CNOT3_GL949753.2_112549_130558	292.0	845.0	676.0	397.0	466.0	425.0
CNOT3_KI270938.1_112557_130532	306.0	860.0	719.0	500.0	495.0	449.0
CNOT3_chr19_54137749_54155681	475.0	1479.0	1106.0	802.0	777.0	727.0
CNOT4	1186.0	3361.0	2726.0	1802.0	1643.0	1656.0
CNOT6	1919.0	4940.0	4395.0	3728.0	3008.0	3604.0
CNOT6L	983.0	2566.0	2183.0	2191.0	2331.0	1582.0
CNOT6LP1	24.0	75.0	48.0	34.0	45.0	31.0
CNOT7	3897.0	5457.0	3689.0	4237.0	4245.0	4082.0
CNOT7P1	9.0	15.0	9.0	2.0	7.0	8.0
CNOT8	1.0	1001.0	2124.0	1379.0	990.0	1212.0
CNOT9	1781.0	4476.0	3505.0	1918.0	1773.0	1811.0
CNP	1749.0	4617.0	2981.0	1696.0	2377.0	2144.0
CNPPD1	2074.0	0.0	4238.0	3605.0	2905.0	3158.0
CNPY3	756.0	2062.0	1368.0	757.0	1289.0	1289.0
CNPY4	219.0	606.0	393.0	310.0	342.0	368.0
CNRIP1	546.0	1631.0	1636.0	1274.0	1250.0	1225.0
CNST	1939.0	5387.0	3779.0	2199.0	2684.0	2363.0
CNTLN	68.0	1241.0	1009.0	597.0	739.0	726.0
CNTN6	4.0	20.0	39.0	17.0	28.0	4.0
CNTNAP3	450.0	544.0	644.0	772.0	335.0	616.0
CNTNAP3B	23.0	200.0	194.0	781.0	482.0	591.0
CNTNAP3C	92.0	242.0	210.0	300.0	249.0	246.0
CNTRL	101.0	560.0	546.0	1006.0	902.0	959.0
CNTROB	1027.0	2485.0	2234.0	2126.0	1577.0	1561.0
COA1	414.0	1631.0	1271.0	1522.0	947.0	1512.0
COA3	568.0	1562.0	1182.0	1120.0	948.0	1085.0
COA4	1943.0	5186.0	3508.0	1818.0	1760.0	1821.0
COA5	506.0	1746.0	1168.0	515.0	454.0	418.0
COA6	475.0	1105.0	967.0	955.0	841.0	897.0
COA6-AS1	4.0	0.0	16.0	0.0	7.0	0.0
COA7	2748.0	6864.0	4744.0	5555.0	4491.0	4391.0
COA8	2116.0	4135.0	3786.0	4045.0	2664.0	3355.0
COASY	2197.0	5460.0	1148.0	298.0	1938.0	2494.0
COBL	916.0	2307.0	1748.0	670.0	1012.0	1069.0
COBLL1	1035.0	2890.0	1592.0	426.0	534.0	716.0
COG1	1963.0	5917.0	4382.0	2475.0	2969.0	3331.0
COG2	2435.0	6074.0	4378.0	6.0	5.0	11.0
COG3	1379.0	4021.0	3017.0	2012.0	2040.0	2171.0
COG4	1495.0	4274.0	2900.0	2596.0	2384.0	2400.0
COG5_KV880765.1_47077_410169	1486.0	4148.0	2442.0	2331.0	1686.0	1627.0
COG5_chr7_107201555_107564514	1440.0	4125.0	2424.0	2262.0	1655.0	1603.0
COG6	920.0	2830.0	2060.0	1158.0	1141.0	1212.0
COG7	10.0	1129.0	7.0	1594.0	3.0	21.0
COG8	227.0	749.0	2715.0	1770.0	266.0	1500.0
COIL	1544.0	3733.0	3016.0	2635.0	2219.0	2450.0
COL12A1	2441.0	5215.0	5852.0	4145.0	4330.0	3464.0
COL13A1	636.0	4129.0	3660.0	2134.0	1937.0	494.0
COL16A1	1.0	12.0	0.0	0.0	1.0	0.0
COL17A1	1.0	1410.0	807.0	269.0	643.0	493.0
COL18A1	141.0	222.0	32.0	142.0	93.0	311.0
COL1A1	10.0	13.0	20.0	16.0	12.0	16.0
COL1A2	801.0	1849.0	1605.0	1123.0	1084.0	1207.0
COL27A1	49.0	36.0	713.0	387.0	666.0	186.0
COL3A1	16.0	0.0	1.0	0.0	0.0	0.0
COL4A1	1042.0	1964.0	1872.0	3467.0	2431.0	2670.0
COL4A2	1856.0	3727.0	3526.0	7375.0	5375.0	6565.0
COL4A2-AS1	1.0	3.0	1.0	3.0	7.0	4.0
COL4A2-AS2	1.0	1.0	1.0	1.0	1.0	1.0
COL4A5	3338.0	6675.0	5436.0	4596.0	2858.0	3658.0
COL4A6	203.0	398.0	833.0	50.0	8.0	1.0
COL5A2	1309.0	1667.0	2175.0	9848.0	987.0	2215.0
COL6A1	23471.0	53161.0	47843.0	21763.0	21755.0	20406.0
COL6A2	4459.0	17071.0	13563.0	3845.0	4268.0	3826.0
COL6A3	2.0	6.0	52.0	2.0	4.0	18.0
COL7A1	15.0	14.0	33.0	23.0	19.0	13.0
COL8A1	591.0	979.0	812.0	619.0	700.0	563.0
COL9A3	21.0	43.0	100.0	72.0	64.0	93.0
COLGALT1	8832.0	21733.0	16585.0	11447.0	10595.0	10939.0
COLQ	2.0	0.0	1.0	1.0	5.0	0.0
COMMD1	382.0	1136.0	818.0	732.0	544.0	477.0
COMMD10	264.0	11.0	10.0	9.0	0.0	0.0
COMMD2	1147.0	3215.0	2580.0	3166.0	2911.0	3062.0
COMMD3	747.0	6489.0	5786.0	4936.0	4749.0	5395.0
COMMD3-BMI1	155.0	781.0	1228.0	363.0	453.0	440.0
COMMD4	536.0	1625.0	2162.0	973.0	1083.0	677.0
COMMD5	1026.0	3401.0	1930.0	2035.0	1796.0	2113.0
COMMD6	1084.0	3023.0	2206.0	1404.0	1443.0	1591.0
COMMD7	598.0	1499.0	1087.0	368.0	303.0	326.0
COMMD8	322.0	710.0	582.0	683.0	618.0	724.0
COMMD9	1648.0	4240.0	3233.0	2272.0	2241.0	2102.0
COMT	1027.0	2690.0	1884.0	3455.0	2667.0	3016.0
COMTD1	1326.0	4034.0	3095.0	3461.0	2889.0	2887.0
COP 1	27.0	104.0	83.0	210.0	1.0	240.0
COPA	6634.0	18476.0	22525.0	9939.0	13118.0	10628.0
COPB1	6752.0	18579.0	14355.0	11042.0	10137.0	10368.0
COPB2	4539.0	14458.0	9768.0	7431.0	7493.0	7389.0
COPE	5734.0	17399.0	12524.0	8988.0	8176.0	7998.0
COPG1	4243.0	12636.0	9001.0	5021.0	5719.0	5413.0
COPG2	11.0	2262.0	10.0	2258.0	23.0	1936.0
COPRS	762.0	2341.0	1644.0	1818.0	1671.0	1732.0
COPS2	4662.0	11616.0	9345.0	6849.0	7068.0	6806.0
COPS3	2967.0	4861.0	3502.0	2602.0	4451.0	2982.0
COPS4	1752.0	4668.0	3650.0	702.0	805.0	792.0
COPS5	2622.0	7675.0	5709.0	3479.0	3570.0	3233.0
COPS6	4106.0	10865.0	7694.0	7925.0	7177.0	7460.0
COPS7A	2053.0	5410.0	3511.0	2765.0	2799.0	2476.0
COPS7B	1323.0	4270.0	2771.0	1040.0	1311.0	1236.0
COPS8	2749.0	8180.0	5912.0	3257.0	2652.0	3213.0
COPS8P2	13.0	38.0	19.0	8.0	13.0	17.0
COPS9	973.0	2702.0	1962.0	2192.0	1616.0	1893.0
COPZ1	6043.0	16832.0	11676.0	9972.0	8931.0	9284.0
COQ10A	457.0	1378.0	998.0	1368.0	1272.0	1143.0
COQ10B	1571.0	4757.0	3554.0	2811.0	2956.0	2907.0
COQ10BP2	3.0	1.0	4.0	1.0	10.0	7.0
COQ2	639.0	2711.0	1782.0	2089.0	2216.0	2258.0
COQ3	461.0	1066.0	784.0	1086.0	1010.0	1119.0
COQ4	836.0	2432.0	2232.0	1872.0	1703.0	1720.0
COQ5	1066.0	3045.0	2241.0	1737.0	1308.0	1580.0
COQ6	166.0	334.0	1310.0	979.0	130.0	143.0
COQ7	515.0	1211.0	1108.0	590.0	727.0	696.0
COQ8A	3771.0	8307.0	5962.0	4625.0	4027.0	3951.0
COQ8B	141.0	290.0	235.0	19.0	47.0	175.0
COQ9	1801.0	4760.0	3527.0	3463.0	3391.0	3194.0
CORO1A	3.0	2.0	5.0	6.0	6.0	6.0
CORO1B	2311.0	6216.0	4594.0	2970.0	2554.0	1536.0
CORO1C	8797.0	23597.0	19693.0	8825.0	9622.0	9271.0
CORO2A	237.0	600.0	442.0	191.0	0.0	0.0
CORO7-PAM16_KI270855.1_40615_122817	208.0	503.0	398.0	725.0	499.0	584.0
CORO7-PAM16_chr16_4340251_4420494	208.0	503.0	388.0	726.0	500.0	584.0
COTL1	21378.0	56406.0	43230.0	15210.0	16520.0	13449.0
COX10	1006.0	2284.0	1785.0	769.0	699.0	623.0
COX10-AS1	115.0	466.0	654.0	233.0	327.0	177.0
COX11	2130.0	6331.0	5137.0	3733.0	4067.0	3744.0
COX14	803.0	2132.0	1447.0	1643.0	1476.0	1573.0
COX15	1926.0	4312.0	3182.0	1279.0	1194.0	1270.0
COX16	1490.0	3870.0	2953.0	3455.0	2813.0	3115.0
COX17	1439.0	4590.0	3498.0	2180.0	2097.0	2343.0
COX17P1	17.0	57.0	49.0	31.0	33.0	22.0
COX18	550.0	1241.0	907.0	1246.0	1055.0	1081.0
COX19	748.0	2297.0	1667.0	1336.0	1136.0	1152.0
COX20P1	40.0	94.0	75.0	72.0	59.0	82.0
COX4I1	8726.0	21900.0	16625.0	17009.0	15352.0	15475.0
COX5A	2849.0	8291.0	5612.0	6445.0	6158.0	6262.0
COX5AP2	1.0	0.0	3.0	0.0	4.0	0.0
COX5B	3912.0	10237.0	7800.0	9286.0	8018.0	7762.0
COX6A1	8990.0	23782.0	17895.0	19133.0	16862.0	16776.0
COX6A1P2	1142.0	3322.0	2482.0	2620.0	2353.0	2400.0
COX6B1	2910.0	8301.0	5471.0	6892.0	6267.0	5914.0
COX6B1P5	2.0	5.0	10.0	2.0	0.0	0.0
COX6C	4942.0	3973.0	10297.0	9457.0	8471.0	9534.0
COX6CP1	1.0	1.0	6.0	9.0	2.0	2.0
COX7A2	4905.0	12310.0	8964.0	7395.0	7101.0	6751.0
COX7A2L	4621.0	12863.0	9687.0	6106.0	5637.0	5453.0
COX7A2P1	3.0	0.0	3.0	0.0	0.0	0.0
COX7A2P2	3.0	2.0	1.0	4.0	4.0	2.0
COX7B	4787.0	13099.0	9146.0	8171.0	7962.0	7634.0
COX7C	14555.0	36453.0	27295.0	23070.0	21426.0	22666.0
COX7CP1	58.0	154.0	104.0	151.0	112.0	134.0
COX8A	4141.0	11512.0	8298.0	6431.0	6298.0	6520.0
CP	18.0	16.0	19.0	15.0	21.0	21.0
CPA4	747.0	3315.0	2662.0	3343.0	2940.0	2925.0
CPD	4196.0	10752.0	8316.0	7876.0	7219.0	7079.0
CPE	378.0	988.0	693.0	1155.0	871.0	1005.0
CPEB1-AS1	2.0	3.0	4.0	2.0	0.0	0.0
CPEB1_KI270850.1_332306_430788	2.0	84.0	4.0	1.0	4.0	10.0
CPEB2	1526.0	5590.0	6768.0	3464.0	4360.0	3682.0
CPEB3	237.0	329.0	799.0	532.0	433.0	744.0
CPEB4	3254.0	10792.0	7956.0	5873.0	7033.0	6249.0
CPLANE1	23.0	276.0	279.0	4.0	7.0	649.0
CPLANE2	53.0	114.0	90.0	216.0	73.0	107.0
CPLX1	208.0	648.0	468.0	407.0	331.0	402.0
CPM	331.0	885.0	723.0	1865.0	1426.0	1639.0
CPNE1	7332.0	19087.0	13771.0	10756.0	10888.0	9613.0
CPNE2	1.0	276.0	197.0	201.0	224.0	278.0
CPNE3	5179.0	13255.0	9259.0	11510.0	11444.0	11576.0
CPNE7	2069.0	4221.0	4571.0	2680.0	3429.0	2925.0
CPNE8	1469.0	4718.0	3383.0	2483.0	2701.0	2542.0
CPNE8-AS1	20.0	56.0	41.0	61.0	19.0	67.0
CPOX	1274.0	4089.0	2722.0	4824.0	5020.0	5446.0
CPPED1	118.0	379.0	249.0	196.0	139.0	202.0
CPS1	14.0	1596.0	1454.0	491.0	7.0	8.0
CPSF1_KZ208914.1_123832_139938	2404.0	6239.0	4145.0	5083.0	5414.0	4781.0
CPSF1_chr8_144393229_144409335	2405.0	6240.0	4148.0	5085.0	5415.0	4781.0
CPSF2	4913.0	9504.0	9575.0	9679.0	9530.0	10143.0
CPSF3	1657.0	4523.0	3179.0	2716.0	2518.0	2149.0
CPSF4	1213.0	2778.0	2279.0	1908.0	1415.0	1699.0
CPSF6	2665.0	7666.0	5808.0	4032.0	4082.0	3904.0
CPSF7	900.0	3162.0	4299.0	1084.0	1750.0	850.0
CPT1A	5665.0	15626.0	10777.0	7786.0	6910.0	6538.0
CPT1B	43.0	129.0	86.0	40.0	51.0	13.0
CPT1C	6.0	12.0	7.0	21.0	36.0	16.0
CPT2	18.0	2000.0	174.0	1424.0	25.0	18.0
CPTP	1365.0	4171.0	2977.0	3049.0	2430.0	2624.0
CPVL	2.0	463.0	5.0	11.0	7.0	12.0
CR2	3.0	2.0	1.0	0.0	0.0	4.0
CR354565.1	1.0	3.0	2.0	2.0	2.0	1.0
CR381653.1	10.0	8.0	5.0	24.0	19.0	37.0
CR382285.1	10.0	36.0	24.0	17.0	19.0	22.0
CR383656.1	9.0	20.0	6.0	13.0	11.0	13.0
CR383656.6	2.0	1.0	1.0	1.0	1.0	3.0
CR388205.2	1.0	3.0	3.0	2.0	1.0	2.0
CR388205.4	1.0	0.0	0.0	0.0	0.0	1.0
CR388220.1	8.0	15.0	81.0	22.0	14.0	14.0
CR388220.2	44.0	129.0	95.0	124.0	105.0	114.0
CR391992.1	1.0	1.0	3.0	1.0	2.0	3.0
CR392039.1	1.0	12.0	4.0	6.0	6.0	5.0
CR753818.1	3.0	0.0	0.0	0.0	0.0	5.0
CR753842.1	5.0	0.0	0.0	29.0	8.0	18.0
CR759733.1	1.0	3.0	2.0	2.0	2.0	1.0
CR759747.2	315.0	554.0	356.0	766.0	617.0	720.0
CR759762.1	2.0	3.0	6.0	2.0	8.0	7.0
CR759763.3	1.0	2.0	2.0	2.0	1.0	1.0
CR759763.4	1.0	0.0	0.0	0.0	0.0	0.0
CR759787.2	1.0	1.0	2.0	2.0	0.0	1.0
CR759790.1	3.0	0.0	0.0	0.0	0.0	5.0
CR759913.1	35.0	696.0	585.0	157.0	79.0	107.0
CR759915.2	1.0	1.0	2.0	2.0	0.0	1.0
CR759960.2	1.0	0.0	0.0	0.0	0.0	1.0
CR759960.4	1.0	3.0	3.0	2.0	1.0	2.0
CR769775.2	15.0	45.0	56.0	44.0	34.0	15.0
CR848007.2	1.0	1.0	0.0	1.0	0.0	0.0
CR925765.1	1.0	1.0	2.0	2.0	0.0	1.0
CR933540.4	97.0	149.0	124.0	135.0	93.0	151.0
CR936875.2	224.0	541.0	440.0	686.0	480.0	460.0
CR936877.1	1.0	3.0	2.0	2.0	2.0	1.0
CRABP2	1875.0	4070.0	3687.0	1596.0	1833.0	2142.0
CRADD	68.0	193.0	136.0	269.0	195.0	282.0
CRAMP1	1042.0	3135.0	2782.0	2812.0	2668.0	2459.0
CRAT	409.0	1840.0	1025.0	430.0	429.0	583.0
CRBN	1502.0	3873.0	3276.0	1698.0	1809.0	1496.0
CREB1	2003.0	5320.0	4580.0	2602.0	2640.0	2467.0
CREB3	833.0	3027.0	2301.0	2433.0	2476.0	2474.0
CREB3L1	1823.0	4780.0	2994.0	1883.0	2200.0	1955.0
